"name","address","city","state","zip_code","program_code","lat","lng","fips_county"
"Brigade Boys & Girls Club","Riley's Creek Baptist Church","Rocky Point","NC","28457","AFTER SCH",34.407271,-78.748026,37047
"Brigade Boys & Girls Club","Mission Baptist Church","Burgaw","NC","28425","AFTER SCH",34.038883,-78.065441,37019
"Brigade Boys & Girls Club","Hampstead Baptist Church","Hampstead","NC","28443","AFTER SCH",34.381977,-77.731729,37141
"Helping Hands/St Stanislaus Ch","4849 Castle Hayne Road","Castle Hayne","NC","28429","FOODPANTRY",34.340567,-77.906922,37129
"BATH","2237 Castle Hayne Road","Wilmington","NC","28401","FOODPANTRY",34.282061,-77.922913,37129
"St. Peter The Fisherman Church","314 S. Carolina Avenue","Wilmington","NC","28401","SOUP KITCH",33.916224,-78.261785,37019
"Wilmington Branch TEFAP","1314 Marstellar Street","Wilmington","NC","28401","FOODPANTRY",34.221493,-77.930086,37129
"Pender County Christian","102 E. Wilmington Street","Burgaw","NC","28425","FOODPANTRY",34.551696,-77.925371,37141
"Good Shepherd Center","811 Martin Street","Wilmington","NC","28403","SHELTER",34.222176,-77.887524,37129
"Good Shepherd Center","811 Martin Street","Wilmington","NC","28401","SOUP KITCH",34.218513,-77.937167,37129
"Hobgood Citizens Group","401 Beech St.","Hobgood","NC","27886","FOODPANTRY",36.060492,-77.361797,37083
"Interact","confidential","Raleigh","NC",NA,"SHELTER",NA,NA,NA
"Christians United Outreach Ctr","2885 Lee Avenue","Sanford","NC","27330","FOODPANTRY",35.456744,-79.152215,37105
"Eagle Springs Baptist Church","460 Eagle Springs Road","Eagle Springs","NC","27242","FOODPANTRY",35.290984,-79.648942,37125
"Washington Chapel Missionary","347 Bell Fork Road","Jacksonville","NC","28540","FOODPANTRY",34.75902,-77.398065,37133
"FoodLink Test Agency","3808 Tarheel Drive","Raleigh","NC","27609","OTHER",35.831161,-78.607644,37183
"First Cosmopolitan MBC","1515 Cross Link Rd","Raleigh","NC","27610","FOODPANTRY",35.752012,-78.616815,37183
"Kingdom Ministry","4922 Windy Hill Drive Ste. A","Raleigh","NC","27611","OTHER",35.850493,-78.607718,37183
"An Elegant Affair","101 South Arendell Ave","Zebulon","NC","27591","OTHER",35.783563,-78.363166,37183
"Health First Community","2949 New Bern Ave. Ste 112 C","Raleigh","NC","27610","FOODPANTRY",35.78615,-78.589166,37183
"Greater Cary Christian","2825 Jones Franklin Rd.","Raleigh","NC","27606","FOODPANTRY",35.74514,-78.737872,37183
"Kings Park Church","1305 Odyssey Drive","Durham","NC","27713","FOODPANTRY",35.928747,-78.894759,37063
"Housing For New Hope","501 E. Carver St.","Durham","NC","27704","GROUP HOME",36.04274,-78.89253,37063
"Fidelity Baptist Church","627 Summit Rd.","Littleton","NC","27850","FOODPANTRY",36.454067,-77.82367,37083
"Harrison Family YMCA","1000 Independence Drive","Rocky Mount","NC","27804","AFTER SCH",35.97133,-77.807486,37127
"Make a Difference Food Pantry","3518 U.S. 13","Goldsboro","NC","27530","FOODPANTRY",35.334164,-78.033895,37191
"Changing Hearts Deliverance","102 Holt's Pond Road","Princeton","NC","27569","FOODPANTRY",35.464658,-78.164786,37101
"Help and Hope Univeral","3500 Westgate Drive Ste 604","Durham","NC","27707","OTHER",35.968076,-78.961424,37063
"Life International","401 N. Driver St","Durham","NC","27703","FOODPANTRY",35.988867,-78.878348,37063
"United Nations Worship Center","2100 Chapel Hill Road","Durham","NC","27707","FOODPANTRY",35.986213,-78.92849,37063
"Faith In Action","605A Benson Rd","Garner","NC","27529","FOODPANTRY",35.703148,-78.612629,37183
"Covenant Life Church","305 A Asheville Ave","Cary","NC","27518","FOODPANTRY",35.739329,-78.785211,37183
"Healing With CAARE","3000 Falstaff Rd.","Raleigh","NC","27603","FOODPANTRY",35.781835,-78.589452,37183
"Jesus Word Church","1321 Humphrey St","Durham","NC","27701","FOODPANTRY",35.982127,-78.887945,37063
"Devine Worship Christian CTR","2910 Geer Street","Durham","NC","27704","FOODPANTRY",36.034922,-78.825033,37063
"Just Recovery","416 Todd Street","Durham","NC","27704","REHAB",36.05286,-78.896848,37063
"Sandhills UCC","321 Keyser Street","Aberdeen","NC","28315","FOODPANTRY",35.123426,-79.422434,37125
"Victory Gospel Chapel","2720 Poole Rd","Raleigh","NC","27610","SHELTER",35.77212,-78.597654,37183
"Shepherd's House","107 N. Driver Street","Durham","NC","27703","FOODPANTRY",35.985882,-78.878043,37063
"Emmanuel Ethiopian Christian","4131 Western Blvd.","Raleigh","NC","27606","FOODPANTRY",35.784035,-78.694233,37183
"Catholic Charities","3711 University Drive Suite B","Durham","NC","27707","FOODPANTRY",35.966744,-78.950234,37063
"Hillsborough Church Of God","2412 HWY 86 South","Hillsborough","NC","27278","FOODPANTRY",36.048648,-79.079527,37135
"Kingdom Entity Apostolic","8114 Hwy. 258 N","Farmville","NC","27699","FOODPANTRY",35.922719,-78.570121,37183
"Senior Home Care Services Inc.","1001 Hooker Road","Greenville","NC","27834","FOODPANTRY",35.587881,-77.387838,37147
"ADLA, Inc.","612 South Breazeal Avenue","Mount Olive","NC","28365","FOODPANTRY",35.18997,-78.074971,37191
"Lakeside Lutheran Church","2427 Eaton Ferry Rd","Littleton","NC","27850","FOODPANTRY",36.532416,-77.941196,37083
"New Life Fellowship Church","4717 Olivia Rd.","Olivia","NC","27332","FOODPANTRY",35.357574,-79.127782,37105
"Recovery Connections Community","3110 County Line Rd.","Angier","NC","27501","REHAB",35.482329,-78.650249,37101
"Open Door Community Center","1502 Nash Street NW","Wilson","NC","27893","FOODPANTRY",35.742874,-77.923435,37195
"Faith Tabernacle","64 Washington St.","Roanoke Rapids","NC","27870","FOODPANTRY",36.470456,-77.647283,37083
"Centennial Campus Middle","1900 Main Campus Dr.","Raleigh","NC","27606","SCHOOL",35.77135,-78.677559,37183
"Love Divine Ministry INC.","318 S. Driver Street","Durham","NC","27704","FOODPANTRY",35.982793,-78.87772,37063
"Save the Family Church","2822 Cashwell Drive #121","Goldsboro","NC","27534","FOODPANTRY",35.376695,-77.947848,37191
"Woods Chapel UAFWB Church","928 East New Hope Road","Goldsboro","NC","27534","FOODPANTRY",35.381908,-77.888955,37191
"Apex UMC","100 S. Hughes St.","Apex","NC","27502","AFTER SCH",35.729806,-78.84931,37183
"Faith on Fire Deliverance","235 Esther Rd","West End","NC","27376","FOODPANTRY",35.239092,-79.452406,37125
"Vaughn's Chapel MB Church","4966 S. Elm City Rd","Elm City","NC","27822","FOODPANTRY",35.786465,-77.860688,37195
"Spreading Seeds, Inc.","3904 Airport Drive NorthWest","Wilson","NC","27896","FOODPANTRY",35.766273,-77.965915,37195
"Paradise Outreach","908 West Star Street","Greenville","NC","27834","FOODPANTRY",35.568876,-77.442072,37147
"REACH Our Communities","605 West Noble Street","Selma","NC","27576","AFTER SCH",35.536536,-78.290156,37101
"T.A Byrd Youth Enrichment","227 Orville Street","Henderson","NC","27536","AFTER SCH",36.316956,-78.382831,37181
"Friendship One Accord","16221 Zion Road","Marston","NC","28353","SOUP KITCH",34.925531,-79.447838,37153
"Herring Grove FWB Church","4851 US Hwy 70","Kinston","NC","28504","ELDERLY NU",35.261018,-77.674208,37107
"Sunrise Recovery Resource","1201 North Roxboro Street","Durham","NC","27701","OTHER",36.003423,-78.893051,37063
"We Care Center","5128 Highway 705","Robbins","NC","27325","FOODPANTRY",35.450742,-79.597712,37125
"Warren-Vance Community Health","511 Ruin Creek Road","Henderson","NC","27536","OTHER",36.316137,-78.456654,37181
"Pleasant Union Christian","2164 Neills Creek Rd","Lillington","NC","27546","FOODPANTRY",35.438997,-78.774838,37085
"Operation Care of Wilson, Inc.","613 Mercer Street","Wilson","NC","27893","FOODPANTRY",35.633945,-77.931337,37195
"HB Suggs Community Center","3632 S. George Street","Farmville","NC","27828","FOODPANTRY",35.589328,-77.594312,37147
"St. Peter's Development Center","1295 East Mumford Road","Greenville","NC","27834","ELDERLY NU",35.627601,-77.35489,37147
"Other Side Christian Center","405 Rogers View Ct. Ste 105","Raleigh","NC","27610","FOODPANTRY",35.780037,-78.545056,37183
"Salt and Light Unveiled","13533 NC Highway 55","Bayboro","NC","28515","AFTER SCH",35.137592,-76.748818,37137
"State St. Community Church","1200 S. State St.","Raleigh","NC","27610","FOODPANTRY",35.765512,-78.624679,37183
"Middlesex Church of God","5407 South NC 231","Middlesex","NC","27557","FOODPANTRY",35.739921,-78.256624,37127
"Iglesia Primeros Frutos","500 Ohara St","Clayton","NC","27520","FOODPANTRY",35.644013,-78.457267,37101
"Warsaw United Methodist","107 W Plank St","Warsaw","NC","28398","FOODPANTRY",35.000225,-78.091959,37061
"Juniper Level","9104 Sauls Road","Raleigh","NC","27603","FOODPANTRY",35.630819,-78.641557,37183
"Church At The Park","2228 Page Road Suite 108","Durham","NC","27703","FOODPANTRY",35.931429,-78.816504,37063
"First Missionary Baptist","410 South Goldsboro St","Fremont","NC","27830","FOODPANTRY",35.540291,-77.976925,37191
"Our Lady of Perpetual Church","328 Hammond Street","Rocky Mount","NC","27804","FOODPANTRY",35.939202,-77.800616,37127
"Goldsboro Y Preschool","900 South Harding Drive","Goldsboro","NC","27534","DAY CARE",35.389406,-77.93429,37191
"Unveiling Glory In Worship","873 West Star Street","Greenville","NC","27834","FOODPANTRY",35.568741,-77.44121,37147
"Faith Devlopmental Community","655 Sussex Street","Kinston","NC","28501","FOODPANTRY",34.785897,-77.434703,37133
"Full Deliverance Christian","1011 Orange Street","Henderson","NC","27536","FOODBANK",36.331426,-78.410367,37181
"Fishers of Men Food Bank","612 South Breazeale Ave","Mt. Olive","NC","28365","FOODPANTRY",35.205196,-78.044452,37191
"You Can Learn Center","552 Green Lake Road","Rockingham","NC","28379","SOUP KITCH",35.015584,-79.725165,37153
"Living Waters Christian","1104 Lynn Road","Durham","NC","27703","FOODPANTRY",35.971569,-78.84815,37063
"Reelsboro United Christian Svc","51 Holland Drive","New Bern","NC","28560","FOODPANTRY",35.133805,-76.919129,37049
"Loaves and Fishes of Beaufort","112 Straits Rd","Beaufort","NC","28516","FOODPANTRY",34.734643,-76.557527,37031
"Mt. Bethel United Methodist","1605 Bahama Road","Durham","NC","27503","FOODPANTRY",36.166234,-78.876629,37063
"Mt. Level Community Haven","316 Hebron Road","Durham","NC","27704","FOODPANTRY",36.05914,-78.895995,37063
"Vanceboro United Methodist","560 Farm Life Avenue","Vanceboro","NC","28586","FOODPANTRY",35.300473,-77.150827,37049
"Third Street Community Center","600 West Third Street","Greenville","NC","27834","AFTER SCH",35.61446,-77.379646,37147
"Cherry Point United Methodist","103 High School Dr","Havelock","NC","28532","FOODPANTRY",34.876985,-76.90171,37049
"Undenominational Pentcostal","801 U.S. 70 East","New Bern","NC","28560","FOODPANTRY",35.009006,-76.991464,37049
"Emmanuel Tabernacle Holiness","2525 Atlantic Street","Durham","NC","27707","FOODPANTRY",35.969411,-78.9034,37063
"Victorious Life Empowerment","3329 Chapel Hill BLVD, STE 100","Durham","NC","27707","FOODPANTRY",35.967188,-78.945266,37063
"Greater Word of Life","114 East Hamlet Street","Pinetops","NC","27864","AFTER SCH",35.788924,-77.632003,37065
"North Carolina Central","1801 Old Fayeteville St","Durham","NC","27707","SCHOOL",35.977922,-78.90043,37063
"My Father's House Food Pantry","115 W. 9th Street","Greenville","NC","27834","FOODPANTRY",35.607031,-77.374213,37147
"Sure Promise Christian Church","4301 Pearl Rd.","Raleigh","NC","27610","FOODPANTRY",35.723908,-78.561211,37183
"Warsaw Baptist Church","209 East College Street","Warsaw","NC","28398","FOODPANTRY",34.999822,-78.090051,37061
"Wake Technical Institute","9101 Fayeteville Rd.","Raleigh","NC","27603","FOODPANTRY",35.65126,-78.706862,37183
"Community Baptist Church","9161 Tartan Road","","NC","28352","FOODPANTRY",34.703901,-79.520686,37165
"Boys & Girls Club of Coastal","199 Webb Blvd","Havelock","NC","28532","AFTER SCH",34.877438,-76.895142,37049
"Greater Refuge Temple","1438 Maplewood Drive","Durham","NC","27704","FOODPANTRY",36.033331,-78.866832,37063
"Alice Aycock Poe Center","224 Sunnybrook Rd.","Raleigh","NC","27610","OTHER",35.778434,-78.583437,37183
"Iglesia De Dios Pentecostal","2331 New Bern Ave.","Raleigh","NC","27610","FOODPANTRY",35.779858,-78.599932,37183
"Meredith College","3800 Hillsborough St","Raleigh","NC","27607","OTHER",35.794181,-78.687761,37183
"Parkview Manor c/o","911 N Blount St.","Raleigh","NC","27604","ELDERLY NU",35.792496,-78.635668,37183
"Rainbow 66 Storehouse INC.","706 Rigsbee Avenue","Durham","NC","27701","OTHER",36.002112,-78.899918,37063
"Rougemont Food Pantry","8009 Bunny Road","Rougemont","NC","27572","FOODPANTRY",36.218458,-78.970569,37063
"Oak Level Christian Church","2279 Cedar Creek Road","Youngsville","NC","27596","FOODPANTRY",36.034909,-78.454382,37069
"Refreshing Springs Church","1040 Hill Street","Rocky Mount","NC","27801","FOODPANTRY",35.931843,-77.784042,37065
"Project In As Much","2220 Elm Avenue","Laurinburg","NC","28352","SEASONAL",34.735989,-79.48771,37165
"Breath Of Life Ministries","212 East North Main Street","Littleton","NC","27850","FOODPANTRY",36.436274,-77.91006,37083
"Kingdom Life Outreach","610-B North Madison Avenue","Goldsboro","NC","27530","FOODPANTRY",35.38262,-77.96904,37191
"The Point Care Center","1503 Walnut St.","Cary","NC","27511","FOODPANTRY",35.764707,-78.751223,37183
"The Lord House Prophetic","2216 Page Road Suite 103","Durham","NC","27707","FOODPANTRY",35.931475,-78.816669,37063
"Mary's Kitchen","110 N Independence St","Kinston","NC","28501","SOUP KITCH",35.260294,-77.57785,37107
"Iglesia de Dios Pentecostal","1042 Country Club Rd.","Jacksonville","NC","28546","FOODPANTRY",34.768647,-77.388868,37133
"Smithfield Area Ministries","140 East Market Street","Smithfield","NC","27577","FOODPANTRY",35.511209,-78.346007,37101
"New Birth Holiness Church","409 Dr Donnie Jones Jr Blvd","Princeton","NC","27569","FOODPANTRY",35.92628,-78.513761,37183
"Tar River Baptist Association","92 NC 56 Hwy East","Louisburg","NC","27549","FOODPANTRY",36.102478,-78.458983,37069
"Our Daily Bread/Franklinton","109 N. Main Street","Franklinton","NC","27525","SOUP KITCH",36.104605,-78.456337,37069
"Temple Emmanuel","8 Sycamore Street","Weldon","NC","27890","FOODPANTRY",36.4283,-77.594584,37083
"Garber United Methodist Church","4201 Country Club Rd","New Bern","NC","28562","AFTER SCH",35.075862,-77.087091,37049
"TABLE NC","205 West Weaver Street","Carrboro","NC","27510","BP",35.911232,-79.07334,37135
"Father Son Holiness Church","202 Jan Court","Durham","NC","27707","FOODPANTRY",35.960564,-78.912757,37063
"First Pentecostal Power","3607 Buffalo Rd.","Raleigh","NC","27604","FOODPANTRY",35.833925,-78.580938,37183
"Crabtree Valley Baptist Church","4408 Lead Mine Rd.","Raleigh","NC","27622","FOODPANTRY",35.839969,-78.673497,37183
"Courageous Hope, INC","3421 Angier Avenue","Durham","NC","27703","FOODPANTRY",35.965277,-78.857994,37063
"Temple of Pentecost","2312 Lake Wheeler Rd.","Raleigh","NC","27603","FOODPANTRY",35.748774,-78.672101,37183
"Light of Peace Church","319 Barnes Street","Wilson","NC","27893","FOODPANTRY",35.723157,-77.910488,37195
"Kairos Church Ministry","1003 S Lodge Street","Wilson","NC","27893","FOODPANTRY",35.715584,-77.921785,37195
"By Faith Church","1708 Birchwood Drive, Apt B","Wilson","NC","27893","FOODPANTRY",35.705811,-77.898569,37195
"St. Andrew's Lutheran Church","1605 Neuse Blvd","New Bern","NC","28560","SOUP KITCH",35.109883,-77.060362,37049
"New Bethel Baptist Church","605 E. Young St.","Rolesville","NC","27571","FOODPANTRY",35.91769,-78.453199,37183
"Bailey United Methodist","6117 Deans Street","Bailey","NC","27807","FOODPANTRY",35.779779,-78.112243,37127
"Faith Tabernacle Ministry","4820 Guy Road","Clayton","NC","27520","FOODPANTRY",35.674913,-78.52063,37101
"Birchwood Learning Center","416 Walton Street","Durham","NC","27703","FOODPANTRY",35.981886,-78.846774,37063
"Mary Grove Missionary Baptist","6202 Wiggins Mill Road","Lucama","NC","27851","FOODPANTRY",35.671559,-78.045907,37195
"Duplin Christian Outreach","513 Southeast Railroad St","Wallace","NC","28466","SOUP KITCH",34.730363,-77.994214,37061
"Durham Tech Community College","1637 Lawson Street","Durham","NC","27703","OTHER",35.974398,-78.884033,37063
"The Jesus House of Prayer","353 Brannon Road","Bunn","NC","27508","FOODPANTRY",35.923611,-78.277816,37183
"Iglesia Pentecostal Jesucristo","1508 Bizzell Grove Church Rd","Selma","NC","27576","FOODPANTRY",35.543197,-78.179605,37101
"Spirit & Truth Worship Center","1512 N Greene Street","Greenville","NC","27834","FOODPANTRY",35.633362,-77.371596,37147
"Hillyer Memorial Christian","718 Hillsborough St.","Raleigh","NC","27603","SUPPLEMENT",35.780903,-78.649379,37183
"Church on the Rise","1725 Davis Street","Rocky Mount","NC","27804","FOODPANTRY",35.923548,-77.806983,37127
"Nelson Chapel  Baptist Church","100 Leonard Farm Road","Louisburg","NC","27549","FOODPANTRY",36.08092,-78.242206,37069
"Unity Ministry","616 Broad Street","New Bern","NC","28560","SOUP KITCH",35.108502,-77.043063,37049
"New Focus Community Mission","432 Hannon Street","Enfield","NC","27823","FOODPANTRY",36.17198,-77.667767,37083
"Rose Hill Free Will Baptist","6236 County Road","Winterville","NC","28590","FOODPANTRY",35.53346,-77.396822,37147
"United Missionary","907 Main Street","New Bern","NC","28560","AFTER SCH",35.113297,-77.048248,37049
"Abundant Life Ministries","500 Peachtree Street","Rocky Mount","NC","27801","FOODPANTRY",35.94961,-77.797642,37127
"Building 323","73 Wilder Road","Middlesex","NC","27557","FOODPANTRY",35.753762,-78.256875,37127
"West Chatham Food Pantry","126 Village Lake Road","Siler City","NC","27344","FOODPANTRY",35.726487,-79.479653,37037
"First United Methodist Church","324 Miller Blvd","Havelock","NC","28532","SOUP KITCH",34.882668,-76.917334,37049
"New Freedom Christian","3540 Maitland Dr. Suite 105","Raleigh","NC","27610","FOODPANTRY",35.796597,-78.581962,37183
"DD-Durham Housing Authority","3412 Glasson Street","Durham","NC","27705","MOBILE FP",36.004425,-78.956975,37063
"Folkstone Original Free Will","133 Old Folkstone Road","Holly Ridge","NC","28445","FOODPANTRY",34.535613,-77.502033,37133
"Coastal Women's Shelter","14180 Hwy. 55","Bayboro","NC","28529","FOODPANTRY",35.141965,-76.837076,37137
"Ebenezer Missionary Baptist","625 Raleigh Road","Rocky Mount","NC","27802","FOODPANTRY",35.935062,-77.807199,37127
"St. James Missionary Baptist","3005 Old Oxford Road Hwy. 158","Henderson","NC","27536","FOODPANTRY",36.309184,-78.436598,37181
"Beaver Creek Church","2280 Nicholson Rd","Cameron","NC","28326","FOODPANTRY",35.345734,-79.198043,37125
"Faith Assembly Church","148 Daniels Street","Hamlet","NC","28345","SOUP KITCH",34.903597,-79.693362,37153
"Sandhills Childrens Ctr.","108 Crow Run","Rockingham","NC","28379","DAY CARE",34.934172,-79.752228,37153
"Teen Central","1701 Walnut Grove Church Road","Hillsborough","NC","27278","FOODPANTRY",36.143419,-79.122121,37135
"For a Brighter Future","8 North Main Street","Franklinton","NC","27525","AFTER SCH",36.104406,-78.456347,37069
"North Carolina Poverty","313 Old Hwy 111","Goldsboro","NC","27863","FOODPANTRY",35.499747,-77.981688,37191
"Truth Foundational Ministries","409 W Burnett St","Pinetops","NC","27864","FOODPANTRY",35.791577,-77.641675,37065
"Durham Center For Senior Life","406 Riggsbee Avenue","Durham","NC","27707","SENIOR OFF",35.999206,-78.899862,37063
"American Red Cross- Lenoir","1500 N. Queen Sreet","Kinston","NC","28501","DISASTER",35.279157,-77.580739,37107
"First Worldwide Ministries Inc","320 Bledsoe Ave","Raleigh","NC","27601","FOODPANTRY",35.768184,-78.634596,37183
"Pleasant Acres Free Will","2911 Old Cherry Point Road","New Bern","NC","28560","FOODPANTRY",35.060362,-77.013106,37049
"Millbrook United Methodist","1712 East Millbrook Rd.","Raleigh","NC","27609","FOODPANTRY",35.850068,-78.60761,37183
"The Stone Chapel","701 South Main St.","Wake Forest","NC","27587","FOODPANTRY",35.972729,-78.515316,37183
"Jesus Is Justice Mission, Inc.","469 Mills Road","East Rockingham","NC","27379","FOODPANTRY",36.40236,-79.339633,37033
"Oak Grove Community","854 Oak Grove Mt. Zion Road","Roxboro","NC","27574","FOODPANTRY",36.463615,-79.020708,37145
"Better Days Ministries","2245 Garner Rd.","Raleigh","NC","27601","ELDERLY NU",35.765679,-78.631524,37183
"Open Door Baptist Church","9801 Durant Rd.","Raleigh","NC","27614","FOODPANTRY",35.900351,-78.577443,37183
"Burning Bush Ministries, Inc","503 Hwy 70 East C","Garner","NC","27610","FOODPANTRY",35.765679,-78.631524,37183
"Mt. Moriah","168 Donmoor Ct.","Garner","NC","27529","FOODPANTRY",35.725225,-78.642813,37183
"New Covenant Christian Ctr.","9460 Andrew Jackson Hwy","Laurel Hill","NC","28351","FOODPANTRY",34.808555,-79.548596,37165
"Open Door Management, Inc","1675 Halltown Road","Jacksonville","NC","28546","FOODPANTRY",34.77336,-77.355759,37133
"Staton Mill Road Community","1251 Fleming School Rd","Greenville","NC","27834","FOODPANTRY",35.658345,-77.391351,37147
"PCSA (Psychotherapeutic","400 West Main Street Ste 501","Durham","NC","27701","OTHER",35.996966,-78.904181,37063
"Temple Baptist Church","1417 Clifton St.","Raleigh","NC","27604","SOUP KITCH",35.797769,-78.62661,37183
"Gibraltar - Church on the Rock","112 W. Hope Lodge St","Tarboro","NC","27886","FOODPANTRY",35.912575,-77.544444,37065
"Church of God","4004 Main Street","Tarboro","NC","27886","FOODPANTRY",35.9266,-77.583809,37065
"Area Day Reporting Program For","Jasper Hayes Omega Center","New Bern","NC","28560","MOBILE FP",35.106704,-77.072719,37049
"Salvation Army-Maysville","510 Main Street","Maysville","NC","28555","FOODPANTRY",34.904793,-77.231458,37103
"St. Mary A.M.E. Church -","600 S Salem St.","Apex","NC","27502","FOODPANTRY",35.72454,-78.856028,37183
"Overflow Outreach Ministry","2412 A Paula St.","Raleigh","NC","27608","FOODPANTRY",35.813066,-78.625155,37183
"Foundation of Jesus Christ","4409 Main Street","Ellerbe","NC","28338","FOODPANTRY",35.077351,-79.762487,37153
"Cokesbury United","2440 S Cokesbury Road","Henderson","NC","27537","FOODPANTRY",36.348621,-78.30422,37181
"Holly Springs Food Cupboard","621 W. Holly Springs Rd.","Holly Springs","NC","27540","FOODPANTRY",35.655841,-78.843023,37183
"Better Life Development Ctr/","6628 Old Wake Forest Rd","Raleigh","NC","27616","FOODPANTRY",35.866689,-78.589566,37183
"First Presbyterian Church","200 Rice Street","Hamlet","NC","28345","FOODPANTRY",34.887164,-79.703001,37153
"Riley Hill Family Life Center","5901 Riley Hill Rd.","Wendell","NC","27591","FOODPANTRY",35.856792,-78.415179,37183
"Bethlehem United Holy Church","1311 Milton Rd","Durham","NC","27712","FOODPANTRY",36.103998,-78.917347,37063
"Evangel Christian Fellowship","1421 Graham Street","Rocky Mount","NC","27803","FOODPANTRY",35.930189,-77.821689,37127
"Showers of Blessing Community","10 Technology Drive","Garner","NC","27529","FOODPANTRY",35.608283,-78.567878,37183
"Cornerstone Assembly","2304 US Hwy. 70 East","New Bern","NC","28560","FOODPANTRY",35.009048,-76.991352,37049
"Christ Community United","1082 Amelia Church Rd","Clayton","NC","27520","FOODPANTRY",35.645873,-78.490924,37101
"Jonathans Outreach Network","302 S. Driver Street","Durham","NC","27703","FOODPANTRY",35.982925,-78.877697,37063
"New Hope Community Outreach","504 Main Street","Maysville","NC","28555","AFTER SCH",34.905008,-77.231522,37103
"Boys & Girls Club of NCNC","212 N Clark St","Henderson","NC","27536","AFTER SCH",36.324722,-78.395841,37181
"Abundant Life Church","2965 Forest Hills Road","Wilson","NC","27893","FOODPANTRY",35.702846,-77.949651,37195
"Victory & Dominion World","1438 Hwy 13/ 258 North","Snow Hill","NC","28580","FOODPANTRY",35.473168,-77.658578,37079
"Straightway Temple","3009 Rosinburg Rd.","Zebulon","NC","27597","FOODPANTRY",35.860344,-78.295077,37183
"Havelock Cherry Point","925 E. Main Street, Suite 20","Havelock","NC","28532","FOODPANTRY",34.864493,-76.898488,37049
"Pleasant Grove Missionary","952 Morphus Bridge Rd.","Wendell","NC","27591","FOODPANTRY",35.780805,-78.350387,37183
"Lighthouse Christian","9856 Highway 210","Four Oaks","NC","27524","FOODPANTRY",35.509126,-78.518149,37101
"John Avery Boys & Girls Club","808 E. Pettigrew Street","Durham","NC","27702","AFTER SCH",35.985815,-78.894171,37063
"Linden Lodge Foundation, INC","2251 Linden Road","Aberdeen","NC","28374","GROUP HOME",35.193312,-79.486092,37125
"Freedom Family Foundation","668 Stratford Blvd.","Kinston","NC","28504","FOODPANTRY",34.748719,-77.418392,37133
"Hearts For Children Intl.","14705 New Light Rd.","Wake Forest","NC","27587","FOODPANTRY",36.004443,-78.663162,37183
"St. Mark Church of Christ","700 West Ash Street","Goldsboro","NC","27533","FOODPANTRY",35.388109,-78.004396,37191
"UMOJA Central SDA Church","314 Bashford Rd","Raleigh","NC","27606","FOODPANTRY",35.782768,-78.738922,37183
"Open Door Ministry of Faith","740 Planters Street","Rocky Mount","NC","27801","FOODPANTRY",35.928723,-77.788073,37065
"Mount Calvary Grace & Mercy","411 Watauga Avenue","Greenville","NC","27834","FOODPANTRY",35.605831,-77.38963,37147
"SNAK PAK PALS","500 E.Rhode Island Ave.","Southern Pines","NC","28387","ELDERLY NU",34.785404,-78.928287,37155
"Cristo La Solucion","1205 North Smithfield Rd","Knightdale","NC","27545","FOODPANTRY",35.80115,-78.486778,37183
"Freedom Family Foundation, Inc","313 Clifton Street","Greenville","NC","27834","FOODPANTRY",35.589899,-77.376089,37147
"Corinth United","7900  Zebulon Rd","Youngsville","NC","27596","FOODPANTRY",35.97595,-78.442843,37069
"TMO Foundation Inc.","704 East broad st","Dunn","NC","28339","FOODPANTRY",34.978217,-78.514959,37163
"Coats COGOP","7819 NC Hwy 27","Coats","NC","27521","FOODPANTRY",35.403068,-78.611037,37085
"Kingdom Health Care Inc.","81 Egypt Church Road","Louisburg","NC","27549","FOODPANTRY",36.056879,-78.297911,37069
"New Providence Missionary","4813 Hilltop Needmore Rd.","Fuquay-Varina","NC","27526","FOODPANTRY",35.631768,-78.744421,37183
"Salvation Army - Dunn","P.O. Box 805","Smithfield","NC","27577","FOODPANTRY",NA,NA,NA
"Joseph Provisions","2202 May Street, #11","Greenville","NC","27834","FOODPANTRY",35.605651,-77.378768,37147
"OE Enterprises","348 Elizabeth Brady Road","Hillsborough","NC","27243","ADULT DAY",36.145744,-79.253869,37135
"Greater St. Peter","886  Will Baker Road","Kinston","NC","28504","FOODPANTRY",35.221911,-77.579598,37107
"Rockingham District","","East Laurinburg","NC","28343","FOODPANTRY",34.877812,-79.674295,37153
"Bethlehem Baptist Church","7215 Six Forks Rd.","Raleigh","NC","27615","FOODPANTRY",35.877433,-78.6455,37183
"East Duplin Christian Outreach","314 North Park Street","Beulaville","NC","28518","FOODPANTRY",34.924477,-77.767826,37061
"WRAJ Outreach Ministries","604 East Wilson Street","Elm City","NC","27822","FOODPANTRY",35.803447,-77.856216,37195
"New St. Delight United Holy Ch","693 Suttontown Rd.","Mt. Olive","NC","28365","FOODPANTRY",35.205196,-78.044452,37191
"Break Through Church","1100-118 Perimeter Park Dr.","Morrisville","NC","27560","FOODPANTRY",35.854342,-78.82114,37183
"Darden Enlightenment Center","3812 S. Main Street","Farmville","NC","27828","AFTER SCH",35.594179,-77.588394,37147
"Armor of God Christian Church","4051 S. Memorial Drive, Suite","Winterville","NC","28590","FOODPANTRY",35.553874,-77.405872,37147
"A Sound of Abundance","101 East Granville Street","Dunn","NC","28334","SOUP KITCH",35.315466,-78.604012,37085
