name,address,city,state,zip_code,program_code,lat,lng,fips_county,GoogleLat,GoogleLon,GoogleCounty,GoogleZip,GoogleZip+4,zipmatch,CountyMatch,fips_county_name
Conetoe Chapel Missionary,205 Factory Street,Conetoe,NC,27819,AFTER SCH,35.816254,-77.457723,37065,35.8177201,-77.4592345,Edgecombe,27819,,TRUE,TRUE,
Immanuel Temple SDA Community,2104 S. Alston Ave.,Durham,NC,27707,AFTER SCH,35.961982,-78.887348,37063,35.961595,-78.8873909,Durham,27707,4412,TRUE,TRUE,
"Union Mission, Inc.",1310 Roanoke Avenue,Roanoke Rapids,NC,27870,FOODPANTRY,36.450977,-77.659639,37083,36.450472,-77.659585,Halifax,27870,4308,TRUE,TRUE,
"Union Mission, Inc.",1310 Roanoke Avenue,Roanoke Rapids,NC,27870,SOUP KITCH,36.450977,-77.659639,37083,36.450472,-77.659585,Halifax,27870,4308,TRUE,TRUE,
"Union Mission, Inc.",1310 Roanoke Avenue,Roanoke Rapids,NC,27870,SHELTER,36.450977,-77.659639,37083,36.450472,-77.659585,Halifax,27870,4308,TRUE,TRUE,
Southside Church of Christ,800 Elmira Ave,Durham,NC,27707,FOODPANTRY,35.963015,-78.90084,37063,35.9625699,-78.9006098,Durham,27707,4825,TRUE,TRUE,
"RHA Health Services, Inc.",126 Robinhood Lane,Aberdeen,NC,28315,GROUP HOME,35.13472,-79.475184,37125,35.135686,-79.477954,Moore,28315,4447,TRUE,TRUE,
Generations ADS,112 N. Main St.,Roxboro,NC,27573,ADULT DAY,36.39414,-78.983008,37145,36.393778,-78.983087,Person,27573,5535,TRUE,TRUE,
Person County Group Homes,202 N Main St,Roxboro,NC,27573,GROUP HOME,36.444333,-78.570708,37077,36.3941821,-78.982811,Person,27573,5325,TRUE,FALSE,Granville
St. James Methodist Church,1011 Orange Street,Newport,NC,28570,FOODPANTRY,34.785574,-76.856641,37031,34.7858366,-76.8567466,Carteret,28570,9677,TRUE,TRUE,
St. Marks'/La Guadalupana,106 S. Reid Street,Wilson,NC,27893,MOBILE FP,35.717762,-77.900579,37195,35.717672,-77.901712,Wilson,27893,6230,TRUE,TRUE,
Universal Outreach,4913 Universal Drive,Wake Forest,NC,27591,FOODPANTRY,35.779195,-78.374397,37183,35.8884789,-78.480973,Wake,27587,6357,FALSE,TRUE,
Dillard Academy,504 West Elm Street,Goldsboro,NC,27530,FOODPANTRY,35.379522,-78.005188,37191,35.3788786,-78.0053682,Wayne,27530,5712,TRUE,TRUE,
Dillard Academy,504 West Elm Street,Goldsboro,NC,27530,OTHER,35.379522,-78.005188,37191,35.3788786,-78.0053682,Wayne,27530,5712,TRUE,TRUE,
Religious Community Services,919 George Street,New Bern,NC,28560,SOUP KITCH,35.114863,-77.04468,37049,35.1150775,-77.0453703,Craven,28560,4059,TRUE,TRUE,
Religious Community Services,919 George Street,New Bern,NC,28560,FOODPANTRY,35.114863,-77.04468,37049,35.1150775,-77.0453703,Craven,28560,4059,TRUE,TRUE,
Word of God Fellowship,3000 Rock Quary Road,Raleigh,NC,27610,AFTER SCH,35.747312,-78.5993,37183,35.746205,-78.597577,Wake,27610,5110,TRUE,TRUE,
Word of God Fellowship,3000 Rock Quary Road,Raleigh,NC,27610,FOODPANTRY,35.747312,-78.5993,37183,35.746205,-78.597577,Wake,27610,5110,TRUE,TRUE,
DD-Grace and Peace Tabernacle,600 East Washington Street,Mebane,NC,27302,FOODPANTRY,36.083589,-79.21864,37001,36.0938319,-79.2602429,,27302,,TRUE,FALSE,Alamance
Richlands Community Outreach,9103 Richalnds Highway,Richlands,NC,28574,MOBILE FP,34.903097,-77.554544,37133,34.9047132,-77.5577925,Onslow,28574,,TRUE,TRUE,
Salvation Army-Jacksonville,535 Bell Fork Road,Jacksonville,NC,28546,FOODPANTRY,34.754271,-77.394144,37133,34.754335,-77.391161,Onslow,28540,6314,FALSE,TRUE,
Seed Time & Harvest Fellowship,804 Berwyn Avenue,Durham,NC,27704,AFTER SCH,36.033623,-78.879398,37063,36.032964,-78.880457,Durham,27704,3338,TRUE,TRUE,
Salvation Army-Raleigh,1863 Capital Blvd,Raleigh,NC,27604,FOODPANTRY,35.806237,-78.616422,37183,35.8071186,-78.616592,Wake,27604,2144,TRUE,TRUE,
Salvation Army-Raleigh,215 S. Person Street,Raleigh,NC,27601,SOUP KITCH,35.777907,-78.634853,37183,35.7774209,-78.634506,Wake,27601,1423,TRUE,TRUE,
Word Changing Missions,5629 Oleander Dr,Wilmington,NC,28405,FOODPANTRY,34.20887,-77.852282,37129,34.2094525,-77.8516564,New Hanover,28403,,FALSE,TRUE,
NABVETS,1122 N 4th Street,Wilmington,NC,28401,FOODPANTRY,34.248705,-77.946325,37129,34.2489111,-77.9461465,New Hanover,28401,3016,TRUE,TRUE,
Pinney's From Heaven,12 St. Joseph St #54,Carolina Beach,NC,28428,MOBILE FP,34.040437,-77.893956,37129,34.0441834,-77.8931823,New Hanover,28428,,TRUE,TRUE,
House of Mercy Outreach,4702 South College Road,Wilmington,NC,28412,FOODPANTRY,34.156164,-77.892147,37129,34.155282,-77.894097,New Hanover,28412,2025,TRUE,TRUE,
Mt. Olive AME Church - Helping,1001 South 7th Street,Wilmington,NC,28401,FOODPANTRY,34.223382,-77.939172,37129,34.223229,-77.938781,New Hanover,28401,5727,TRUE,TRUE,
YWCA - Grandparents Support,125 South Third Street,Wilmington,NC,28401,OTHER,34.233646,-77.945701,37129,34.2333425,-77.9454112,New Hanover,28401,,TRUE,TRUE,
Facts of Life Church of the,24678 Peacock Road,Tabor City,NC,28463,FOODPANTRY,34.112382,-78.806318,37047,34.11221,-78.806786,Columbus,28463,7094,TRUE,TRUE,
St. Joy Holiness Church,19 South 16th Street,Wilmington,NC,28401,FOODPANTRY,34.236742,-77.928819,37129,34.2362428,-77.9287104,New Hanover,28401,,TRUE,TRUE,
Vigilant Hope,408 Willard Street,Wilmington,NC,28401,SOUP KITCH,34.215587,-77.941828,37129,34.215313,-77.941325,New Hanover,28401,6244,TRUE,TRUE,
Blue Ribbon Commission,507 McRae Street,Wilmington,NC,28401,AFTER SCH,34.241826,-77.939929,37129,34.2422867,-77.9398311,New Hanover,28401,3645,TRUE,TRUE,
Davie St Presbyterian,300 East Davie Street,Raleigh,NC,27601,FOODPANTRY,35.775445,-78.635069,37183,35.7752119,-78.6347673,Wake,27601,1810,TRUE,TRUE,
Durham Rescue Mission,1201 East Main Street,Durham,NC,27703-1858,SHELTER,35.986812,-78.886742,37063,35.9877589,-78.8870414,Durham,27701,4028,FALSE,TRUE,
Durham Rescue Mission,1201 East Main Street,Durham,NC,27703-1858,FOODPANTRY,35.986812,-78.886742,37063,35.9877589,-78.8870414,Durham,27701,4028,FALSE,TRUE,
Area Congregations in Ministry,634 Roxboro Rd,Oxford,NC,27565,BP,36.324056,-78.607626,37077,36.324437,-78.60985,Granville,27565,2635,TRUE,TRUE,
ACTS/Henderson,305 S. Chestnut St.,Henderson,NC,27536,FOODPANTRY,36.327525,-78.406433,37181,36.3275999,-78.4064951,Vance,27536,4224,TRUE,TRUE,
ACTS/Henderson,305 S. Chestnut,Henderson,NC,27536,SOUP KITCH,36.327525,-78.406433,37181,36.3275999,-78.4064951,Vance,27536,4224,TRUE,TRUE,
"RHA Health Services, Inc",15235 Airport Road,Maxton,NC,28364,GROUP HOME,34.780066,-79.371731,37165,34.775912,-79.371489,Scotland,28364,,TRUE,TRUE,
Bogue Community Citizens,1036 Jockey Road,Hallsboro,NC,28442,FOODPANTRY,34.312939,-78.609136,37047,34.312075,-78.608685,Columbus,28442,,TRUE,TRUE,
Town Creek Vision Corporation,215 Sunnybrook Way SE,Leland,NC,28451,FOODPANTRY,NA,NA,NA,34.173494,-78.083275,Brunswick,28451,7361,TRUE,,
Cape Fear Christian Church,811 N. College Rd.,Wilmington,NC,28405,FOODPANTRY,34.261308,-77.869901,37129,34.2606372,-77.8711168,New Hanover,28405,2533,TRUE,TRUE,
"We Care 4 You Foundation, Inc.",8910 HWY 117 N.,Watha,NC,28478,FOODPANTRY,34.690941,-77.977778,37141,34.673506,-77.939114,Pender,28478,8460,TRUE,TRUE,
Southeastern Church of God,200 W. Lewis Street,Tabor City,NC,28463,FOODPANTRY,34.147819,-78.879182,37047,34.147505,-78.879572,Columbus,28463,1906,TRUE,TRUE,
Southeastern Church of God,200 W. Lewis St.,Tabor City,NC,28463,SOUP KITCH,34.147819,-78.879182,37047,34.147505,-78.879572,Columbus,28463,1906,TRUE,TRUE,
YWCA of the Lower Cape Fear,2815 South College Road,Wilmington,NC,28412,AFTER SCH,34.194722,-77.889065,37129,34.1952503,-77.8884796,New Hanover,28409,,FALSE,TRUE,
Shoreline Food Pantry,4198 Vanessa Dr,Southport,NC,28461,FOODPANTRY,33.928757,-78.067981,37019,33.929075,-78.062327,Brunswick,28461,9031,TRUE,TRUE,
Greater Restoration,3440 JB White HWY South,Whiteville,NC,28472,FOODPANTRY,33.923614,-78.327171,37019,34.296192,-78.72798,Columbus,28472,8678,TRUE,FALSE,Brunswick
Western Prong Baptist Church,167 Peacock Rd,Whiteville,NC,28472,FOODPANTRY,34.430019,-78.733835,37047,34.428705,-78.733966,Columbus,28472,9706,TRUE,TRUE,
Whiteville Community Outreach,315 W.  Virquil Street,Whiteville,NC,28472,FOODPANTRY,NA,NA,NA,34.324409,-78.708971,Columbus,28472,3922,TRUE,,
First Baptist Church of Leland,517 Village Rd,Leland,NC,28451,FOODPANTRY,34.255159,-78.042583,37019,34.2405081,-78.0124673,Brunswick,28451,,TRUE,TRUE,
St. Mary Missionary Baptist,6401 Ocean Hwy East,Winnabow,NC,28479,FOODPANTRY,34.14466,-78.093843,37019,34.144445,-78.0944279,Brunswick,28479,5557,TRUE,TRUE,
Blake's Chapel,88 Blake's Chapel Road,Hampstead,NC,28443,FOODPANTRY,34.431531,-77.629136,37141,34.431577,-77.629912,Pender,28443,2786,TRUE,TRUE,
Union Missionary Baptist,2711 Princess Place Dr,Wilmington,NC,28405,FOODPANTRY,34.24383,-77.912072,37129,34.244798,-77.911083,New Hanover,28405,3001,TRUE,TRUE,
Liberty Ministries,7957 Market Street,Wilmington,NC,28411,FOODPANTRY,34.290637,-77.800598,37129,34.290203,-77.802863,New Hanover,28411,9383,TRUE,TRUE,
5th Avenue Methodist Church,409 S 5th St,Wilmington,NC,28401,BP,34.230655,-77.942607,37129,34.230192,-77.942206,New Hanover,28401,5109,TRUE,TRUE,
Holy Grounds Food Pantry,2831 Carolina Beach Road,Wilmington,NC,28412,FOODPANTRY,34.187242,-77.931935,37129,34.1866799,-77.9308204,New Hanover,28412,1811,TRUE,TRUE,
"Philippians 3: Ministries, Inc",20 N. 4th Street,Wilmington,NC,28401,OTHER,34.235882,-77.944641,37129,34.236415,-77.944379,New Hanover,28401,,TRUE,TRUE,
Bread for Life,500 Kenwood Ave,Wilmington,NC,28405,ELDERLY NU,34.244726,-77.91766,37129,34.2452007,-77.9173582,New Hanover,28405,2832,TRUE,TRUE,
Bread for Life,Little John Circle,WIlmington,NC,28401,FOODPANTRY,34.209576,-77.928276,37129,34.2108454,-77.92743,New Hanover,28401,,TRUE,TRUE,
Bread for Life,4901 Amy Drive,Wilmington,NC,28403,FOODPANTRY,34.236722,-77.883387,37129,34.2371903,-77.882311,New Hanover,28403,,TRUE,TRUE,
First Baptist Church of Lake,300 East Sam Potts Hwy.,Lake Waccamaw,NC,28450,FOODPANTRY,34.322002,-78.51374,37047,34.3220545,-78.5192598,Columbus,28450,,TRUE,TRUE,
Temple of Israel - Weekend,922 Market Street,Wilmington,NC,28401,ELDERLY NU,34.236099,-77.937812,37129,34.235916,-77.937302,New Hanover,28401,,TRUE,TRUE,
Men and Women United for,25485 Andrew Jackson Hwy E,Delco,NC,28436,FOODPANTRY,34.316616,-78.236154,37047,34.316913,-78.227838,Columbus,28436,9357,TRUE,TRUE,
Ambassadors for Christ Called,4513 Franklin Ave,Wilmington,NC,28403,FOODPANTRY,34.238432,-77.888957,37129,34.2384849,-77.8882898,New Hanover,28403,,TRUE,TRUE,
Salvation and Deliverance,4402 Northwest Road,Leland,NC,28451,FOODPANTRY,34.244802,-78.120908,37019,34.301231,-78.147437,Brunswick,28451,8831,TRUE,TRUE,
Faith Harbor UMC,12395 Hwy 50,Hampstead,NC,28443,SOUP KITCH,34.464396,-77.56097,37141,34.464414,-77.561279,Pender,28443,2947,TRUE,TRUE,
Faith Harbor UMC,12395 Hwy 50,Hampstead,NC,28443,FOODPANTRY,34.464396,-77.56097,37141,34.464414,-77.561279,Pender,28443,2947,TRUE,TRUE,
St. Jude's Metropolitan,19 N. 26th St.,Wilmington,NC,28405,FOODPANTRY,34.238999,-77.913498,37129,34.2395564,-77.9138517,New Hanover,28405,,TRUE,TRUE,
"TAFF, Inc.",1411 HWY 117,Burgaw,NC,28425,FOODPANTRY,34.57226,-77.922843,37141,34.5339079,-77.906877,Pender,28425,7756,TRUE,TRUE,
Community Boys & Girls Club,901 Nixon Street,Wilmington,NC,28401,AFTER SCH,34.249617,-77.939656,37129,34.2499088,-77.9392822,New Hanover,28401,2965,TRUE,TRUE,
Countywide CDC,1183 Old Mill Road,Navassa,NC,28451,FOODPANTRY,34.245207,-78.000979,37019,34.2572441,-78.0038136,Brunswick,28451,,TRUE,TRUE,
"Kids Making It, Inc.",617 Castle Street,Wilmington,NC,28401,AFTER SCH,34.228427,-77.940902,37129,34.228647,-77.940046,New Hanover,28401,5223,TRUE,TRUE,
Step up For Soldiers,2412 Infantry Road,Wilmington,NC,28405-8889,FOODPANTRY,34.262924,-77.893563,37129,34.2629882,-77.8928651,New Hanover,28405,8889,FALSE,TRUE,
CIS Wire Program,20 N. 4th Street,Wilmington,NC,28401,AFTER SCH,34.235882,-77.944641,37129,34.236415,-77.944379,New Hanover,28401,,TRUE,TRUE,
Houston Moore Afterschool,1601 South 13th Street,Wilmington,NC,28401,AFTER SCH,34.216836,-77.930486,37129,34.217017,-77.929111,New Hanover,28401,6467,TRUE,TRUE,
First in Families/The ARC of,5041 New Centre Dr Suite 109,Wilmington,NC,28403,ADULT DAY,34.239099,-77.876777,37129,34.2397366,-77.8761463,New Hanover,28403,,TRUE,TRUE,
First in Families/The ARC,5041 New Center Drive,Wilmington,NC,28403,FOODPANTRY,34.239099,-77.876777,37129,34.253,-77.929816,New Hanover,28401,,FALSE,TRUE,
Good Samaritan,116 Bryan Road,Wilmington,NC,28412,FOODPANTRY,34.171006,-77.94605,37129,34.170719,-77.945447,New Hanover,28412,7034,TRUE,TRUE,
First Baptist Church,409 N. Lake Park Blvd.,Carolina Beach,NC,28428,SOUP KITCH,34.03702,-77.893807,37129,34.037262,-77.894306,New Hanover,28428,4805,TRUE,TRUE,
Inspirational House of Praise,1005 Village Road,Leland,NC,28451,FOODPANTRY,34.255223,-78.042544,37019,34.247995,-78.027547,Brunswick,28451,8457,TRUE,TRUE,
Victory Independent,516 Varnamtown Rd.,Supply,NC,28462,FOODPANTRY,33.941169,-78.248972,37019,33.941508,-78.251361,Brunswick,28462,6020,TRUE,TRUE,
The Lord's Church,1502 East Lake Shore Drive,Wilmington,NC,28401,FOODPANTRY,34.214374,-77.941103,37129,34.216508,-77.941461,New Hanover,28401,6346,TRUE,TRUE,
Faith Building Missions,7025 Beach Drive,Ocean Isle Beach,NC,28469,SOUP KITCH,33.898554,-78.47644,37019,33.897994,-78.476242,Brunswick,28469,5701,TRUE,TRUE,
Living Word Church,6374 Chadbourn Hwy,Chadbourn,NC,28431,FOODPANTRY,34.333278,-78.828088,37047,34.326809,-78.8140729,Columbus,28431,,TRUE,TRUE,
Nourish NC,601 Greenfield Street,Wilmington,NC,28401,BP,34.216946,-77.939724,37129,34.2171802,-77.9395869,New Hanover,28401,7803,TRUE,TRUE,
Ashley Center,2002 Colwell Street,Wilmington,NC,28403,GROUP HOME,34.227816,-77.922149,37129,34.227459,-77.922569,New Hanover,28403,2308,TRUE,TRUE,
Burgaw PFWB,416 West Bridger Street,Burgaw,NC,28425,FOODPANTRY,33.977894,-78.388958,37019,34.5516223,-77.9342347,Pender,28425,,TRUE,FALSE,Brunswick
Bugaw PFWB,416 West Bridgers Street,Burgaw,NC,28425,FOODPANTRY,34.551191,-77.933404,37141,34.5516223,-77.9342347,Pender,28425,,TRUE,TRUE,
Trinity Missionary Baptist,883 Holden Beach Road,Shallotte,NC,28470,FOODPANTRY,33.972706,-78.337034,37019,33.973864,-78.338298,Brunswick,28470,,TRUE,TRUE,
Believers Home Fellowship,212 Faith Circle,Tabor City,NC,28463,FOODPANTRY,34.268285,-77.81009,37129,,,Columbus,,,FALSE,FALSE,New Hanover
Straightway Ministries,3705 US Hwy 421 N,Wilmington,NC,28401,FOODPANTRY,34.305314,-77.979359,37129,34.294065,-77.973908,New Hanover,28401,9023,TRUE,TRUE,
Straightway Ministries,3705 US Hwy 421 N,Wilmington,NC,28401,AFTER SCH,34.305314,-77.979359,37129,34.294065,-77.973908,New Hanover,28401,9023,TRUE,TRUE,
Sonrise Independent Baptist,8375 River Road,Southport,NC,28461,FOODPANTRY,33.92387,-78.006413,37019,33.954421,-78.029613,Brunswick,28461,8909,TRUE,TRUE,
Word of Life Outreach,10241 Blackwell Road,Leland,NC,28451,AFTER SCH,34.227744,-77.998941,37019,34.228726,-77.99608,Brunswick,28451,8515,TRUE,TRUE,
Farmers Union Developmental,903 Farmers Union Road,Clarkton,NC,28433,DAY CARE,34.412274,-78.62438,37017,34.411905,-78.625064,Columbus,28433,7920,TRUE,FALSE,Bladen
Love of Christ Ministries,4308 Bus 17 N.E.,Bolivia,NC,28422,FOODPANTRY,34.077633,-78.140588,37019,34.076008,-78.141055,Brunswick,28422,9017,TRUE,TRUE,
The Rock of Wilmington,3233 Burnt Mill Dr.,wilmington,NC,28403,FOODPANTRY,34.230498,-77.902379,37129,34.231159,-77.902786,New Hanover,28403,2676,TRUE,TRUE,
Wilmington Family YMCA,2710 Market Street,Wilmington,NC,28403,AFTER SCH,34.238976,-77.911857,37129,34.2378343,-77.9110702,New Hanover,28403,1218,TRUE,TRUE,
Wilmington Family YMCA @ Parsley Elementary,3518 Masonboro Loop Rd,Wilmington,NC,28409,AFTER SCH,34.235869,-78.008498,37019,34.1797583,-77.8629394,New Hanover,28409,,TRUE,FALSE,Brunswick
Wilmington Family YMCA @ Pine Valley Elementary,440 John S Mosby Dr,Wilmington,NC,28412,AFTER SCH,34.197144,-77.89993,37129,34.178917,-77.9006239,New Hanover,28412,7100,TRUE,TRUE,
Wilmington Family YMCA @ Castle Hayne Elementary,3925 Roger Haynes Dr,Castle Hayne,NC,28429,AFTER SCH,34.31733,-77.922418,37129,34.3507897,-77.8915525,New Hanover,28429,5681,TRUE,TRUE,
St Joseph Parish Outreach,1303 Hwy 117 South,Burgaw,NC,28425,FOODPANTRY,34.536464,-77.907419,37141,34.5352613,-77.9073875,Pender,28425,,TRUE,TRUE,
Weekend Meals on Wheels,5102 Oleander Drive,Wilmington,NC,28403,SENIOR OFF,34.208438,-77.869254,37129,34.207474,-77.869173,New Hanover,28403,7017,TRUE,TRUE,
Harvest Table,211 East Columbus Street,Whiteville,NC,28472,FOODPANTRY,34.326443,-78.700821,37047,34.3263982,-78.7000173,Columbus,28472,4217,TRUE,TRUE,
First Fruit Ministries,2750 Vance Street,Wilmington,NC,28412,FOODPANTRY,34.188714,-77.940408,37129,34.1883399,-77.940792,New Hanover,28412,6251,TRUE,TRUE,
First Fruit Ministries,2750 Vance Street,Wilmington,NC,28412,SOUP KITCH,34.188714,-77.940408,37129,34.1883399,-77.940792,New Hanover,28412,6251,TRUE,TRUE,
First Fruit Ministries,2750 Vance Street,Wilmington,NC,28412,SHELTER,34.188714,-77.940408,37129,34.1883399,-77.940792,New Hanover,28412,6251,TRUE,TRUE,
"Pender Adult Services, Inc.",901 S. Walker Street,Burgaw,NC,28425,ELDERLY NU,34.542096,-77.910491,37141,34.542215,-77.911841,Pender,28425,,TRUE,TRUE,
Brunswick Islands Baptist,1672 Mt. Pisgah Road,Supply,NC,28462,FOODPANTRY,33.951723,-78.310809,37019,33.952292,-78.308181,Brunswick,28462,5404,TRUE,TRUE,
"LINC, Inc.",222 Division Drive,Wilmington,NC,28401,GROUP HOME,34.263499,-77.926071,37129,34.263543,-77.9260793,New Hanover,28401,8825,TRUE,TRUE,
LITE (Linc's Initiative,801 Princess St.,Wilmington,NC,28401,AFTER SCH,34.237221,-77.9395,37129,34.2374292,-77.9392022,New Hanover,28401,4228,TRUE,TRUE,
Livingstones Tabernacle,127 Sloop Point Road,Hampstead,NC,28443,FOODPANTRY,34.432816,-77.629262,37141,34.4330283,-77.6293715,Pender,28443,2787,TRUE,TRUE,
South Brunswick Inter-Church,4807 Main Street,Shallotte,NC,28459,FOODPANTRY,33.965192,-78.395333,37019,33.9724999,-78.385431,Brunswick,28470,1864,FALSE,TRUE,
Wrightsboro United Methodist,3300 North Kerr Avenue,Wilmington,NC,28405,FOODPANTRY,34.288939,-77.913036,37129,34.2895589,-77.913768,New Hanover,28405,,TRUE,TRUE,
Trinity Tabernacle Full,1029 George II Highway,Winnabow,NC,28479,FOODPANTRY,34.096486,-78.088379,37019,34.0980103,-78.0870428,Brunswick,28479,,TRUE,TRUE,
Southport Oak Island InterChur,249 West Boiling Spring Road,Boiling Spring Lakes,NC,28461,FOODPANTRY,34.028364,-78.068428,37019,34.0265507,-78.0700868,Brunswick,28461,,TRUE,TRUE,
Myrtle Grove SDA Church,7547 Carolina Beach Road,Wilmington,NC,28412,FOODPANTRY,34.06762,-77.897509,37129,34.066797,-77.89659,New Hanover,28412,3215,TRUE,TRUE,
Mother Hubbard's Cupboard,221 N. 2nd St.,Wilmington,NC,28401,FOODPANTRY,34.2379,-77.94778,37129,34.2383558,-77.9480987,New Hanover,28401,,TRUE,TRUE,
Salvation Army-Wilmington,820 North 2nd Street,Wilmington,NC,28401,SHELTER,34.245415,-77.948629,37129,34.2449534,-77.9482656,New Hanover,28401,5078,TRUE,TRUE,
Salvation Army-Wilmington,820 North 2nd Street,Wilmington,NC,28401,SOUP KITCH,34.245415,-77.948629,37129,34.2449534,-77.9482656,New Hanover,28401,5078,TRUE,TRUE,
Salvation Army - Wilmington,820 N. 2nd Street,Wilmington,NC,28401,FOODPANTRY,34.245415,-77.948629,37129,34.2449534,-77.9482656,New Hanover,28401,5078,TRUE,TRUE,
Stepping Stone Manor,416 Walnut Street,Wilmington,NC,28401,GROUP HOME,34.240153,-77.945159,37129,34.240071,-77.944262,New Hanover,28401,4033,TRUE,TRUE,
Coastal Horizons,615 Shipyard Blvd.,Wilmington,NC,28412,SHELTER,34.1918,-77.928865,37129,34.193669,-77.932642,New Hanover,28412,6431,TRUE,TRUE,
St. Brendans Church,5101 Ocean Hwy W.,Shallotte,NC,28470,FOODPANTRY,33.95767,-78.428089,37019,33.9557644,-78.4318102,Brunswick,28470,4013,TRUE,TRUE,
Brunswick Family Assistance,4600-8 Main Street,Shallotte,NC,28469,FOODPANTRY,33.897439,-78.394127,37019,33.9797521,-78.3789831,Brunswick,28459,,FALSE,TRUE,
Tileston Outreach,412 Ann Street,Wilmington,NC,28401,FOODPANTRY,34.23184,-77.94411,37129,34.2322072,-77.9433497,New Hanover,28401,4663,TRUE,TRUE,
Diabetic Services,412 Anne  Street,Wilmington,NC,28401,OTHER,34.23184,-77.94411,37129,34.2322072,-77.9433497,New Hanover,28401,4663,TRUE,TRUE,
Federal Point Help Center @ Carolina Beach Recreation,1121 N Lake Park Blvd # B,Carolina Beach,NC,28428,FOODPANTRY,34.033516,-77.89254,37129,34.0451832,-77.8992898,New Hanover,28428,4130,TRUE,TRUE,
